date;GDP %;CPI;USDIDR;BIREPO;Unemp;USDIDRGrowth;GDP_Lag1Q;GDP_Lag2Q;GDP_Lag3Q;GDP_Lag4Q;CPI_Lag1Q;CPI_Lag2Q;CPI_Lag3Q;CPI_Lag4Q;USDIDR_Lag1Q;USDIDR_Lag2Q;USDIDR_Lag3Q;USDIDR_Lag4Q;BIREPO_Lag1Q;BIREPO_Lag2Q;BIREPO_Lag3Q;BIREPO_Lag4Q;UNEMP_Lag1Q;UNEMP_Lag2Q;UNEMP_Lag3Q;UNEMP_Lag4Q;USDIDRGROWTH_Lag1Q;USDIDRGROWTH_Lag2Q;USDIDRGROWTH_Lag3Q;USDIDRGROWTH_Lag4Q;D_GDP_Lag1Q;D_GDP_Lag2Q;D_GDP_Lag3Q;D_GDP_Lag4Q;D_CPI_Lag1Q;D_CPI_Lag2Q;D_CPI_Lag3Q;D_CPI_Lag4Q;D_USDIDR_Lag1Q;D_USDIDR_Lag2Q;D_USDIDR_Lag3Q;D_USDIDR_Lag4Q;D_BIREPO_Lag1Q;D_BIREPO_Lag2Q;D_BIREPO_Lag3Q;D_BIREPO_Lag4Q;D_UNEMP_Lag1Q;D_UNEMP_Lag2Q;D_UNEMP_Lag3Q;D_UNEMP_Lag4Q;D_USDIDRGROWTH_Lag1Q;D_USDIDRGROWTH_Lag2Q;D_USDIDRGROWTH_Lag3Q;D_USDIDRGROWTH_Lag4Q
43373;5,17;2,88;14903;5,75;5,3;0,106220309;5,27;5,07;5,19;5,06;3,12;3,4;3,61;3,72;14330;13768;13568;13472;5,25;4,25;4,25;4,25;5,13;5,13;5,5;5,5;0,075180072;0,033168243;0,007051139;0,032258065;-0,1;0,1;-0,02;0,11;-0,24;-0,52;-0,73;-0,84;573;1135;1335;1431;0,5;1,5;1,5;1,5;0,17;0,17;-0,2;-0,2;0,031040237;0,073052066;0,099169169;0,073962244
43404;5,17;3,16;15203;5,75;5,3;0,120917201;5,27;5,07;5,19;5,06;3,18;3,41;3,25;3,58;14420;13913;13389;13563;5,25;4,25;4,25;4,25;5,13;5,13;5,5;5,5;0,08217636;0,04381424;0,00277112;0,039469651;-0,1;0,1;-0,02;0,11;-0,02;-0,25;-0,09;-0,42;783;1290;1814;1640;0,5;1,5;1,5;1,5;0,17;0,17;-0,2;-0,2;0,038740841;0,077102962;0,118146081;0,081447551
43434;5,17;3,23;14302;6;5,3;0,057370989;5,27;5,07;5,19;5,06;3,2;3,23;3,18;3,3;14730;13894;13745;13526;5,5;4,75;4,25;4,25;5,3;5,13;5,13;5,5;0,104032379;0,042858215;0,030668866;-0,001992179;-0,1;0,1;-0,02;0,11;0,03;0;0,05;-0,07;-428;408;557;776;0,5;1,25;1,75;1,75;0;0,17;0,17;-0,2;-0,04666139;0,014512774;0,026702123;0,059363168
43465;5,18;3,13;14390;6;5,3;0,060583726;5,17;5,27;5,07;5,19;2,88;3,12;3,4;3,61;14903;14330;13768;13568;5,75;5,25;4,25;4,25;5,3;5,13;5,13;5,5;0,106220309;0,075180072;0,033168243;0,007051139;0,01;-0,09;0,11;-0,01;0,25;0,01;-0,27;-0,48;-513;60;622;822;0,25;0,75;1,75;1,75;0;0,17;0,17;-0,2;-0,045636582;-0,014596346;0,027415484;0,053532587
43496;5,18;2,82;13973;6;5,3;0,043617895;5,17;5,27;5,07;5,19;3,16;3,18;3,41;3,25;15203;14420;13913;13389;5,75;5,25;4,25;4,25;5,3;5,13;5,13;5,5;0,120917201;0,08217636;0,04381424;0,00277112;0,01;-0,09;0,11;-0,01;-0,34;-0,36;-0,59;-0,43;-1230;-447;60;584;0,25;0,75;1,75;1,75;0;0,17;0,17;-0,2;-0,077299306;-0,038558465;-0,000196344;0,040846775
43524;5,18;2,66;14069;6;5,01;0,023572208;5,17;5,27;5,07;5,19;3,23;3,2;3,23;3,18;14302;14730;13894;13745;6;5,5;4,75;4,25;5,3;5,3;5,13;5,13;0,057370989;0,104032379;0,042858215;0,030668866;0,01;-0,09;0,11;-0,01;-0,57;-0,54;-0,57;-0,52;-233;-661;175;324;0;0,5;1,25;1,75;-0,29;-0,29;-0,12;-0,12;-0,033798781;-0,080460171;-0,019286007;-0,007096658
43555;5,06;2,53;14241;6;5,01;0,034355026;5,18;5,17;5,27;5,07;3,13;2,88;3,12;3,4;14390;14903;14330;13768;6;5,75;5,25;4,25;5,3;5,3;5,13;5,13;0,060583726;0,106220309;0,075180072;0,033168243;-0,12;-0,11;-0,21;-0,01;-0,6;-0,35;-0,59;-0,87;-149;-662;-89;473;0;0,25;0,75;1,75;-0,29;-0,29;-0,12;-0,12;-0,0262287;-0,071865283;-0,040825046;0,001186784
43585;5,06;2,78;14259;6;5,01;0,024868828;5,18;5,17;5,27;5,07;2,82;3,16;3,18;3,41;13973;15203;14420;13913;6;5,75;5,25;4,25;5,3;5,3;5,13;5,13;0,043617895;0,120917201;0,08217636;0,04381424;-0,12;-0,11;-0,21;-0,01;-0,04;-0,38;-0,4;-0,63;286;-944;-161;346;0;0,25;0,75;1,75;-0,29;-0,29;-0,12;-0,12;-0,018749068;-0,096048373;-0,057307533;-0,018945412
43616;5,06;3,06;14273;6;5,01;0,027277962;5,18;5,17;5,27;5,07;2,66;3,23;3,2;3,23;14069;14302;14730;13894;6;6;5,5;4,75;5,01;5,3;5,3;5,13;0,023572208;0,057370989;0,104032379;0,042858215;-0,12;-0,11;-0,21;-0,01;0,4;-0,17;-0,14;-0,17;204;-29;-457;379;0;0;0,5;1,25;0;-0,29;-0,29;-0,12;0,003705754;-0,030093027;-0,076754417;-0,015580253
43646;5,05;2,84;14128;6;5,01;-0,014096301;5,06;5,18;5,17;5,27;2,53;3,13;2,88;3,12;14241;14390;14903;14330;6;6;5,75;5,25;5,01;5,3;5,3;5,13;0,034355026;0,060583726;0,106220309;0,075180072;-0,01;-0,13;-0,12;-0,22;0,31;-0,29;-0,04;-0,28;-113;-262;-775;-202;0;0;0,25;0,75;0;-0,29;-0,29;-0,12;-0,048451328;-0,074680028;-0,12031661;-0,089276373
43677;5,05;2,82;14022;5,75;5,01;-0,027600555;5,06;5,18;5,17;5,27;2,78;2,82;3,16;3,18;14259;13973;15203;14420;6;6;5,75;5,25;5,01;5,3;5,3;5,13;0,024868828;0,043617895;0,120917201;0,08217636;-0,01;-0,13;-0,12;-0,22;0,04;0;-0,34;-0,36;-237;49;-1181;-398;-0,25;-0,25;0;0,5;0;-0,29;-0,29;-0,12;-0,052469383;-0,07121845;-0,148517756;-0,109776915
43708;5,05;3,06;14191;5,5;5,23;-0,036591989;5,06;5,18;5,17;5,27;3,06;2,66;3,23;3,2;14273;14069;14302;14730;6;6;6;5,5;5,01;5,01;5,3;5,3;0,027277962;0,023572208;0,057370989;0,104032379;-0,01;-0,13;-0,12;-0,22;0;0,4;-0,17;-0,14;-82;122;-111;-539;-0,5;-0,5;-0,5;0;0,22;0,22;-0,07;-0,07;-0,063869951;-0,060164197;-0,093962978;-0,140624368
43738;5,01;3,12;14195;5,25;5,23;-0,047507213;5,05;5,06;5,18;5,17;2,84;2,53;3,13;2,88;14128;14241;14390;14903;6;6;6;5,75;5,01;5,01;5,3;5,3;-0,014096301;0,034355026;0,060583726;0,106220309;-0,04;-0,05;-0,17;-0,16;0,28;0,59;-0,01;0,24;67;-46;-195;-708;-0,75;-0,75;-0,75;-0,5;0,22;0,22;-0,07;-0,07;-0,033410912;-0,081862239;-0,10809094;-0,153727522
43769;5,01;2,86;14041;5;5,23;-0,076432283;5,05;5,06;5,18;5,17;2,82;2,78;2,82;3,16;14022;14259;13973;15203;5,75;6;6;5,75;5,01;5,01;5,3;5,3;-0,027600555;0,024868828;0,043617895;0,120917201;-0,04;-0,05;-0,17;-0,16;0,04;0,08;0,04;-0,3;19;-218;68;-1162;-0,75;-1;-1;-0,75;0,22;0,22;-0,07;-0,07;-0,048831728;-0,101301111;-0,120050178;-0,197349484
43799;5,01;2,7;14108;5;5,23;-0,013564536;5,05;5,06;5,18;5,17;3,06;3,06;2,66;3,23;14191;14273;14069;14302;5,5;6;6;6;5,23;5,01;5,01;5,3;-0,036591989;0,027277962;0,023572208;0,057370989;-0,04;-0,05;-0,17;-0,16;-0,36;-0,36;0,04;-0,53;-83;-165;39;-194;-0,5;-1;-1;-1;0;0,22;0,22;-0,07;0,023027453;-0,040842498;-0,037136745;-0,070935526
43830;4,96;2,59;13866;5;5,23;-0,036414177;5,01;5,05;5,06;5,18;3,12;2,84;2,53;3,13;14195;14128;14241;14390;5,25;6;6;6;5,23;5,01;5,01;5,3;-0,047507213;-0,014096301;0,034355026;0,060583726;-0,05;-0,09;-0,1;-0,22;-0,53;-0,25;0,06;-0,54;-329;-262;-375;-524;-0,25;-1;-1;-1;0;0,22;0,22;-0,07;0,011093037;-0,022317875;-0,070769203;-0,096997903
43861;4,96;2,68;13655;5;5,23;-0,022758176;5,01;5,05;5,06;5,18;2,86;2,82;2,78;2,82;14041;14022;14259;13973;5;5,75;6;6;5,23;5,01;5,01;5,3;-0,076432283;-0,027600555;0,024868828;0,043617895;-0,05;-0,09;-0,1;-0,22;-0,18;-0,14;-0,1;-0,14;-386;-367;-604;-318;0;-0,75;-1;-1;0;0,22;0,22;-0,07;0,053674107;0,004842378;-0,047627004;-0,066376072
43890;4,96;2,98;14318;4,75;4,94;0,017698486;5,01;5,05;5,06;5,18;2,7;3,06;3,06;2,66;14108;14191;14273;14069;5;5,5;6;6;5,23;5,23;5,01;5,01;-0,013564536;-0,036591989;0,027277962;0,023572208;-0,05;-0,09;-0,1;-0,22;0,28;-0,08;-0,08;0,32;210;127;45;249;-0,25;-0,75;-1,25;-1,25;-0,29;-0,29;-0,07;-0,07;0,031263022;0,054290475;-0,009579476;-0,005873722
43921;2,97;2,96;16310;4,5;4,94;0,145284741;4,96;5,01;5,05;5,06;2,59;3,12;2,84;2,53;13866;14195;14128;14241;5;5,25;6;6;5,23;5,23;5,01;5,01;-0,036414177;-0,047507213;-0,014096301;0,034355026;-1,99;-2,04;-2,08;-2,09;0,37;-0,16;0,12;0,43;2444;2115;2182;2069;-0,5;-0,75;-1,5;-1,5;-0,29;-0,29;-0,07;-0,07;0,181698918;0,192791955;0,159381043;0,110929715
43951;2,97;2,67;14882;4,5;4,94;0,043691703;4,96;5,01;5,05;5,06;2,68;2,86;2,82;2,78;13655;14041;14022;14259;5;5;5,75;6;5,23;5,23;5,01;5,01;-0,022758176;-0,076432283;-0,027600555;0,024868828;-1,99;-2,04;-2,08;-2,09;-0,01;-0,19;-0,15;-0,11;1227;841;860;623;-0,5;-0,5;-1,25;-1,5;-0,29;-0,29;-0,07;-0,07;0,06644988;0,120123987;0,071292258;0,018822876
43982;2,97;2,19;14610;4,5;4,94;0,023611014;4,96;5,01;5,05;5,06;2,98;2,7;3,06;3,06;14318;14108;14191;14273;4,75;5;5,5;6;4,94;5,23;5,23;5,01;0,017698486;-0,013564536;-0,036591989;0,027277962;-1,99;-2,04;-2,08;-2,09;-0,79;-0,51;-0,87;-0,87;292;502;419;337;-0,25;-0,5;-1;-1,5;0;-0,29;-0,29;-0,07;0,005912528;0,03717555;0,060203003;-0,003666948
44012;-5,32;1,96;14265;4,25;4,94;0,009697055;2,97;4,96;5,01;5,05;2,96;2,59;3,12;2,84;16310;13866;14195;14128;4,5;5;5,25;6;4,94;5,23;5,23;5,01;0,145284741;-0,036414177;-0,047507213;-0,014096301;-8,29;-10,28;-10,33;-10,37;-1;-0,63;-1,16;-0,88;-2045;399;70;137;-0,25;-0,75;-1;-1,75;0;-0,29;-0,29;-0,07;-0,135587686;0,046111232;0,057204269;0,023793357
44043;-5,32;1,54;14600;4;4,94;0,041220939;2,97;4,96;5,01;5,05;2,67;2,68;2,86;2,82;14882;13655;14041;14022;4,5;5;5;5,75;4,94;5,23;5,23;5,01;0,043691703;-0,022758176;-0,076432283;-0,027600555;-8,29;-10,28;-10,33;-10,37;-1,13;-1,14;-1,32;-1,28;-282;945;559;578;-0,5;-1;-1;-1,75;0;-0,29;-0,29;-0,07;-0,002470765;0,063979115;0,117653222;0,068821493
44074;-5,32;1,32;14563;4;7,07;0,026213797;2,97;4,96;5,01;5,05;2,19;2,98;2,7;3,06;14610;14318;14108;14191;4,5;4,75;5;5,5;4,94;4,94;5,23;5,23;0,023611014;0,017698486;-0,013564536;-0,036591989;-8,29;-10,28;-10,33;-10,37;-0,87;-1,66;-1,38;-1,74;-47;245;455;372;-0,5;-0,75;-1;-1,5;2,13;2,13;1,84;1,84;0,002602784;0,008515311;0,039778334;0,062805787
44104;-3,49;1,42;14880;4;7,07;0,048256428;-5,32;2,97;4,96;5,01;1,96;2,96;2,59;3,12;14265;16310;13866;14195;4,25;4,5;5;5,25;4,94;4,94;5,23;5,23;0,009697055;0,145284741;-0,036414177;-0,047507213;1,83;-6,46;-8,45;-8,5;-0,54;-1,54;-1,17;-1,7;615;-1430;1014;685;-0,25;-0,5;-1;-1,25;2,13;2,13;1,84;1,84;0,038559373;-0,097028313;0,084670605;0,095763642
44135;-3,49;1,44;14625;4;7,07;0,041592479;-5,32;2,97;4,96;5,01;1,54;2,67;2,68;2,86;14600;14882;13655;14041;4;4,5;5;5;4,94;4,94;5,23;5,23;0,041220939;0,043691703;-0,022758176;-0,076432283;1,83;-6,46;-8,45;-8,5;-0,1;-1,23;-1,24;-1,42;25;-257;970;584;0;-0,5;-1;-1;2,13;2,13;1,84;1,84;0,000371541;-0,002099224;0,064350656;0,118024762
44165;-3,49;1,59;14120;3,75;7,07;0,000850581;-5,32;2,97;4,96;5,01;1,32;2,19;2,98;2,7;14563;14610;14318;14108;4;4,5;4,75;5;7,07;4,94;4,94;5,23;0,026213797;0,023611014;0,017698486;-0,013564536;1,83;-6,46;-8,45;-8,5;0,27;-0,6;-1,39;-1,11;-443;-490;-198;12;-0,25;-0,75;-1;-1,25;0;2,13;2,13;1,84;-0,025363216;-0,022760433;-0,016847905;0,014415118
44196;-2,17;1,68;14050;3,75;7,07;0,013269869;-3,49;-5,32;2,97;4,96;1,42;1,96;2,96;2,59;14880;14265;16310;13866;4;4,25;4,5;5;7,07;4,94;4,94;5,23;0,048256428;0,009697055;0,145284741;-0,036414177;1,32;3,15;-5,14;-7,13;0,26;-0,28;-1,28;-0,91;-830;-215;-2260;184;-0,25;-0,5;-0,75;-1,25;0;2,13;2,13;1,84;-0,03498656;0,003572813;-0,132014872;0,049684045
