;BI7DR;CPI;GDP;SGRIDR;UNEMP;USDIDR;BI7DR_lag_1M;BI7DR_lag_3M;BI7DR_lag_6M;BI7DR_lag_12M;BI7DR_delta_1Q;BI7DR_delta_2Q;BI7DR_delta_3Q;BI7DR_delta_4Q;BI7DR_growth_1Q;BI7DR_growth_2Q;BI7DR_growth_3Q;BI7DR_growth_4Q;BI7DR_delta_1Q_1M;BI7DR_delta_2Q_1M;BI7DR_delta_3Q_1M;BI7DR_delta_4Q_1M;BI7DR_growth_1Q_1M;BI7DR_growth_2Q_1M;BI7DR_growth_3Q_1M;BI7DR_growth_4Q_1M;BI7DR_delta_1Q_3M;BI7DR_delta_2Q_3M;BI7DR_delta_3Q_3M;BI7DR_delta_4Q_3M;BI7DR_growth_1Q_3M;BI7DR_growth_2Q_3M;BI7DR_growth_3Q_3M;BI7DR_growth_4Q_3M;BI7DR_delta_1Q_6M;BI7DR_delta_2Q_6M;BI7DR_delta_3Q_6M;BI7DR_delta_4Q_6M;BI7DR_growth_1Q_6M;BI7DR_growth_2Q_6M;BI7DR_growth_3Q_6M;BI7DR_growth_4Q_6M;BI7DR_delta_1Q_12M;BI7DR_delta_2Q_12M;BI7DR_delta_3Q_12M;BI7DR_delta_4Q_12M;BI7DR_growth_1Q_12M;BI7DR_growth_2Q_12M;BI7DR_growth_3Q_12M;BI7DR_growth_4Q_12M;CPI_lag_1M;CPI_lag_3M;CPI_lag_6M;CPI_lag_12M;CPI_delta_1Q;CPI_delta_2Q;CPI_delta_3Q;CPI_delta_4Q;CPI_growth_1Q;CPI_growth_2Q;CPI_growth_3Q;CPI_growth_4Q;CPI_delta_1Q_1M;CPI_delta_2Q_1M;CPI_delta_3Q_1M;CPI_delta_4Q_1M;CPI_growth_1Q_1M;CPI_growth_2Q_1M;CPI_growth_3Q_1M;CPI_growth_4Q_1M;CPI_delta_1Q_3M;CPI_delta_2Q_3M;CPI_delta_3Q_3M;CPI_delta_4Q_3M;CPI_growth_1Q_3M;CPI_growth_2Q_3M;CPI_growth_3Q_3M;CPI_growth_4Q_3M;CPI_delta_1Q_6M;CPI_delta_2Q_6M;CPI_delta_3Q_6M;CPI_delta_4Q_6M;CPI_growth_1Q_6M;CPI_growth_2Q_6M;CPI_growth_3Q_6M;CPI_growth_4Q_6M;CPI_delta_1Q_12M;CPI_delta_2Q_12M;CPI_delta_3Q_12M;CPI_delta_4Q_12M;CPI_growth_1Q_12M;CPI_growth_2Q_12M;CPI_growth_3Q_12M;CPI_growth_4Q_12M;GDP_lag_1M;GDP_lag_3M;GDP_lag_6M;GDP_lag_12M;GDP_delta_1Q;GDP_delta_2Q;GDP_delta_3Q;GDP_delta_4Q;GDP_growth_1Q;GDP_growth_2Q;GDP_growth_3Q;GDP_growth_4Q;GDP_delta_1Q_1M;GDP_delta_2Q_1M;GDP_delta_3Q_1M;GDP_delta_4Q_1M;GDP_growth_1Q_1M;GDP_growth_2Q_1M;GDP_growth_3Q_1M;GDP_growth_4Q_1M;GDP_delta_1Q_3M;GDP_delta_2Q_3M;GDP_delta_3Q_3M;GDP_delta_4Q_3M;GDP_growth_1Q_3M;GDP_growth_2Q_3M;GDP_growth_3Q_3M;GDP_growth_4Q_3M;GDP_delta_1Q_6M;GDP_delta_2Q_6M;GDP_delta_3Q_6M;GDP_delta_4Q_6M;GDP_growth_1Q_6M;GDP_growth_2Q_6M;GDP_growth_3Q_6M;GDP_growth_4Q_6M;GDP_delta_1Q_12M;GDP_delta_2Q_12M;GDP_delta_3Q_12M;GDP_delta_4Q_12M;GDP_growth_1Q_12M;GDP_growth_2Q_12M;GDP_growth_3Q_12M;GDP_growth_4Q_12M;SGRIDR_lag_1M;SGRIDR_lag_3M;SGRIDR_lag_6M;SGRIDR_lag_12M;SGRIDR_delta_1Q;SGRIDR_delta_2Q;SGRIDR_delta_3Q;SGRIDR_delta_4Q;SGRIDR_growth_1Q;SGRIDR_growth_2Q;SGRIDR_growth_3Q;SGRIDR_growth_4Q;SGRIDR_delta_1Q_1M;SGRIDR_delta_2Q_1M;SGRIDR_delta_3Q_1M;SGRIDR_delta_4Q_1M;SGRIDR_growth_1Q_1M;SGRIDR_growth_2Q_1M;SGRIDR_growth_3Q_1M;SGRIDR_growth_4Q_1M;SGRIDR_delta_1Q_3M;SGRIDR_delta_2Q_3M;SGRIDR_delta_3Q_3M;SGRIDR_delta_4Q_3M;SGRIDR_growth_1Q_3M;SGRIDR_growth_2Q_3M;SGRIDR_growth_3Q_3M;SGRIDR_growth_4Q_3M;SGRIDR_delta_1Q_6M;SGRIDR_delta_2Q_6M;SGRIDR_delta_3Q_6M;SGRIDR_delta_4Q_6M;SGRIDR_growth_1Q_6M;SGRIDR_growth_2Q_6M;SGRIDR_growth_3Q_6M;SGRIDR_growth_4Q_6M;SGRIDR_delta_1Q_12M;SGRIDR_delta_2Q_12M;SGRIDR_delta_3Q_12M;SGRIDR_delta_4Q_12M;SGRIDR_growth_1Q_12M;SGRIDR_growth_2Q_12M;SGRIDR_growth_3Q_12M;SGRIDR_growth_4Q_12M;UNEMP_lag_1M;UNEMP_lag_3M;UNEMP_lag_6M;UNEMP_lag_12M;UNEMP_delta_1Q;UNEMP_delta_2Q;UNEMP_delta_3Q;UNEMP_delta_4Q;UNEMP_growth_1Q;UNEMP_growth_2Q;UNEMP_growth_3Q;UNEMP_growth_4Q;UNEMP_delta_1Q_1M;UNEMP_delta_2Q_1M;UNEMP_delta_3Q_1M;UNEMP_delta_4Q_1M;UNEMP_growth_1Q_1M;UNEMP_growth_2Q_1M;UNEMP_growth_3Q_1M;UNEMP_growth_4Q_1M;UNEMP_delta_1Q_3M;UNEMP_delta_2Q_3M;UNEMP_delta_3Q_3M;UNEMP_delta_4Q_3M;UNEMP_growth_1Q_3M;UNEMP_growth_2Q_3M;UNEMP_growth_3Q_3M;UNEMP_growth_4Q_3M;UNEMP_delta_1Q_6M;UNEMP_delta_2Q_6M;UNEMP_delta_3Q_6M;UNEMP_delta_4Q_6M;UNEMP_growth_1Q_6M;UNEMP_growth_2Q_6M;UNEMP_growth_3Q_6M;UNEMP_growth_4Q_6M;UNEMP_delta_1Q_12M;UNEMP_delta_2Q_12M;UNEMP_delta_3Q_12M;UNEMP_delta_4Q_12M;UNEMP_growth_1Q_12M;UNEMP_growth_2Q_12M;UNEMP_growth_3Q_12M;UNEMP_growth_4Q_12M;USDIDR_lag_1M;USDIDR_lag_3M;USDIDR_lag_6M;USDIDR_lag_12M;USDIDR_delta_1Q;USDIDR_delta_2Q;USDIDR_delta_3Q;USDIDR_delta_4Q;USDIDR_growth_1Q;USDIDR_growth_2Q;USDIDR_growth_3Q;USDIDR_growth_4Q;USDIDR_delta_1Q_1M;USDIDR_delta_2Q_1M;USDIDR_delta_3Q_1M;USDIDR_delta_4Q_1M;USDIDR_growth_1Q_1M;USDIDR_growth_2Q_1M;USDIDR_growth_3Q_1M;USDIDR_growth_4Q_1M;USDIDR_delta_1Q_3M;USDIDR_delta_2Q_3M;USDIDR_delta_3Q_3M;USDIDR_delta_4Q_3M;USDIDR_growth_1Q_3M;USDIDR_growth_2Q_3M;USDIDR_growth_3Q_3M;USDIDR_growth_4Q_3M;USDIDR_delta_1Q_6M;USDIDR_delta_2Q_6M;USDIDR_delta_3Q_6M;USDIDR_delta_4Q_6M;USDIDR_growth_1Q_6M;USDIDR_growth_2Q_6M;USDIDR_growth_3Q_6M;USDIDR_growth_4Q_6M;USDIDR_delta_1Q_12M;USDIDR_delta_2Q_12M;USDIDR_delta_3Q_12M;USDIDR_delta_4Q_12M;USDIDR_growth_1Q_12M;USDIDR_growth_2Q_12M;USDIDR_growth_3Q_12M;USDIDR_growth_4Q_12M
30/09/2011;;04.59;06.01;6771.23.00;7.295;8790.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,219444444;05.53;0,294444444;0,264583333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.096.666.666.666.660;06.27;06.48;06.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7085.03.00;6983.09.00;6907.96;6766.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.48;7.306.666.666.666.660;7.046.666.666.666.660;7.109.999.999.999.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8534.00.00;8577.00.00;8710.00.00;8928.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2011;;04.41;5.986.666.666.666.660;7056.55.00;07.11;8853.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.59;04.59;06.15;0,254861111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.01;6.183.333.333.333.330;06.41;6.283.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6771.23.00;7034.06.00;6.916.860.000.000.000;6807.22.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.295;73.933.333.333.333.300;7.133.333.333.333.330;07.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8790.00.00;8555.05.00;8623.05.00;8972.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2011;;04.13;5.963.333.333.333.330;7149.49.00;6.925.000.000.000.000;9138.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.41;0,219444444;0,275694444;06.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.986.666.666.666.660;6.096.666.666.666.660;06.34;6.386.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7056.55.00;7085.03.00;6925.76;6847.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.11;07.48;7.220.000.000.000.000;07.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8853.00.00;8534.00.00;8537.00.00;9017.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2011;;0,179166667;0,273611111;7.167.335;0,301388889;9066.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.13;04.59;05.53;0,316666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.963.333.333.333.330;06.01;06.27;06.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7149.49.00;6771.23.00;6983.09.00;7004.16.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.925.000.000.000.000;7.295;7.306.666.666.666.660;07.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9138.00.00;8790.00.00;8577.00.00;9013.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2012;;0,169444444;5.996.666.666.666.660;7185.18.00;6.555;8995.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,179166667;04.41;04.59;07.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,273611111;5.986.666.666.666.660;6.183.333.333.333.330;6.486.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.167.335;7056.55.00;7034.06.00;7073.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,301388889;07.11;73.933.333.333.333.300;0,31875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9066.05.00;8853.00.00;8555.05.00;9050.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2012;;03.48;6.053.333.333.333.330;7237.12.00;06.37;9074.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,169444444;04.13;0,219444444;0,307638889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.996.666.666.666.660;5.963.333.333.333.330;6.096.666.666.666.660;6.483.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7185.18.00;7149.49.00;7085.03.00;6937.15.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.555;6.925.000.000.000.000;07.48;0,316666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8995.00.00;9138.00.00;8534.00.00;8823.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2012;;0,186111111;06.11;7.333.764.999.999.990;06.33;9131.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.48;0,179166667;04.59;0,294444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.053.333.333.333.330;0,273611111;06.01;06.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7237.12.00;7.167.335;6771.23.00;6907.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.37;0,301388889;7.295;7.046.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9074.00.00;9066.05.00;8790.00.00;8710.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2012;;04.42;61.433.333.333.333.300;7430.41.00;06.29;9189.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,186111111;0,169444444;04.41;06.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.11;5.996.666.666.666.660;5.986.666.666.666.660;06.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.333.764.999.999.990;7185.18.00;7056.55.00;6.916.860.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.33;6.555;07.11;7.133.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9131.05.00;8995.00.00;8853.00.00;8623.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2012;;04.35;6.176.666.666.666.660;7375.27.00;06.25;9400.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.42;03.48;04.13;0,275694444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.433.333.333.333.300;6.053.333.333.333.330;5.963.333.333.333.330;06.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7430.41.00;7237.12.00;7149.49.00;6925.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.29;06.37;6.925.000.000.000.000;7.220.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9189.00.00;9074.00.00;9138.00.00;8537.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2012;;04.33;06.21;7.490.175;06.21;9419.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.35;0,186111111;0,179166667;05.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.176.666.666.666.660;06.11;0,273611111;06.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7375.27.00;7.333.764.999.999.990;7.167.335;6983.09.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.25;06.33;0,301388889;7.306.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9400.00.00;9131.05.00;9066.05.00;8577.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2012;;04.22;06.12;7605.08.00;06.17;9439.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.33;04.42;0,169444444;04.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.21;61.433.333.333.333.300;5.996.666.666.666.660;6.183.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.490.175;7430.41.00;7185.18.00;7034.06.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.21;06.29;6.555;73.933.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9419.05.00;9189.00.00;8995.00.00;8555.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2012;;04.09;06.03;7644.38.00;06.13;9581.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.22;04.35;03.48;0,219444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.12;6.176.666.666.666.660;6.053.333.333.333.330;6.096.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7605.08.00;7375.27.00;7237.12.00;7085.03.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.17;06.25;06.37;07.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9439.00.00;9400.00.00;9074.00.00;8534.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2012;;0,18125;0,273611111;7.767.475;6.088.333.333.333.330;9594.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.09;04.33;0,186111111;04.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.03;06.21;06.11;06.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7644.38.00;7.490.175;7.333.764.999.999.990;6771.23.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.13;06.21;06.33;7.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9581.00.00;9419.05.00;9131.05.00;8790.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2012;;04.11;5.916.666.666.666.660;7890.57.00;6.046.666.666.666.660;9608.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,18125;04.22;04.42;04.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,273611111;06.12;61.433.333.333.333.300;5.986.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.767.475;7605.08.00;7430.41.00;7056.55.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.088.333.333.333.330;06.17;06.29;07.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9594.05.00;9439.00.00;9189.00.00;8853.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2012;;03.08;58.933.333.333.333.300;7879.33.00;6.005;9594.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11;04.09;04.35;04.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.916.666.666.666.660;06.03;6.176.666.666.666.660;5.963.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7890.57.00;7644.38.00;7375.27.00;7149.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.046.666.666.666.660;06.13;06.25;6.925.000.000.000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9608.00.00;9581.00.00;9400.00.00;9138.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/12/2012;;0,170138889;0,26875;8016.14.00;5.963.333.333.333.330;9638.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.08;0,18125;04.33;0,179166667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.933.333.333.333.300;0,273611111;06.21;0,273611111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7879.33.00;7.767.475;7.490.175;7.167.335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.005;6.088.333.333.333.330;06.21;0,301388889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9594.00.00;9594.05.00;9419.05.00;9066.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2013;;0,183333333;0,261111111;7873.29.00;5.921.666.666.666.660;9740.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,170138889;04.11;04.22;0,169444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,26875;5.916.666.666.666.660;06.12;5.996.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8016.14.00;7890.57.00;7605.08.00;7185.18.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.963.333.333.333.330;6.046.666.666.666.660;06.17;6.555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9638.00.00;9608.00.00;9439.00.00;8995.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2013;;04.06;0,253472222;7827.98;0,269444444;9664.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,183333333;03.08;04.09;03.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,261111111;58.933.333.333.333.300;06.03;6.053.333.333.333.330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7873.29.00;7879.33.00;7644.38.00;7237.12.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.921.666.666.666.660;6.005;06.13;06.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9740.00.00;9594.00.00;9581.00.00;9074.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2013;;05.02;05.54;7857.83;5.928.333.333.333.330;9693.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.06;0,170138889;0,18125;0,186111111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,253472222;0,26875;0,273611111;06.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7827.98;8016.14.00;7.767.475;7.333.764.999.999.990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,269444444;5.963.333.333.333.330;6.088.333.333.333.330;06.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9664.00.00;9638.00.00;9594.05.00;9131.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2013;;0,226388889;5.556.666.666.666.660;7887.68;5.976.666.666.666.660;9723.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.02;0,183333333;04.11;04.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.54;0,261111111;5.916.666.666.666.660;61.433.333.333.333.300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7857.83;7873.29.00;7890.57.00;7430.41.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.928.333.333.333.330;5.921.666.666.666.660;6.046.666.666.666.660;06.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9693.05.00;9740.00.00;9608.00.00;9189.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2013;;04.09;5.573.333.333.333.330;7882.51.00;6.025;9795.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,226388889;04.06;03.08;04.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.556.666.666.666.660;0,253472222;58.933.333.333.333.300;6.176.666.666.666.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7887.68;7827.98;7879.33.00;7375.27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.976.666.666.666.660;0,269444444;6.005;06.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9723.00.00;9664.00.00;9594.00.00;9400.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2013;;05.41;05.59;7974.05.00;6.073.333.333.333.330;10036.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.09;05.02;0,170138889;04.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.573.333.333.333.330;05.54;0,26875;06.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7882.51.00;7857.83;8016.14.00;7.490.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.025;5.928.333.333.333.330;5.963.333.333.333.330;06.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9795.00.00;9693.05.00;9638.00.00;9419.05.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2013;;0,359722222;5.566.666.666.666.660;8066.49.00;6.121.666.666.666.660;10278.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.41;0,226388889;0,183333333;04.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.59;5.556.666.666.666.660;0,261111111;06.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7974.05.00;7887.68;7873.29.00;7605.08.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.073.333.333.333.330;5.976.666.666.666.660;5.921.666.666.666.660;06.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10036.5;9723.00.00;9740.00.00;9439.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2013;;08.18;5.543.333.333.333.330;8.607.654.999.999.990;06.17;10929.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,359722222;04.09;04.06;04.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.566.666.666.666.660;5.573.333.333.333.330;0,253472222;06.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8066.49.00;7882.51.00;7827.98;7644.38.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.121.666.666.666.660;6.025;0,269444444;06.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10278.0;9795.00.00;9664.00.00;9581.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
